1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
